gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,27.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,436.44818400172704,Yes,4.0,3.0,33.77904611212656,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Male,26.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,5.8,Yes,Returns,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,436.44818400172704,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Unknown,Wealth Creation,Unknown,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Male,36.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Unknown,Returns,Growth,Savings for Future,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Female,436.44818400172704,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,37.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,27.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,32.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Male,29.0,Yes,3.0,46.38680213244817,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,26.0,No,7.0,5.0,4.0,6.0,3.0,1.0,62.468388501833545,No,Risk,Capital Appreciation,Unknown,More than 5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,24.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Financial Consultants,False
Unknown,23.0,Yes,38.91517435062281,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Health Care,Dividend,Unknown,Assured Returns,Risk Free,Unknown,False
Female,21.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,Unknown,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err,False
Male,31.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,nan_err,Wealth Creation,3-5 years,Daily,30%-40%,equity_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,31.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,22.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,financial consultants_err,False
Male,29.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,nan_err,False
Male,24.0,Unknown,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Unknown,Returns,Capital Appreciation,Unknown,Less than 1 year,Weekly,10%-20%,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,31.0,Yes,5.0,4.0,3.0,69.93907056742995,7.0,1.0,6.0,Yes,Returns,Income,Returns,3-5 years,Daily,10%-20%,public provident fund_err,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,28.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Unknown,Savings for Future,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Unknown,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,35.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,3-5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Unknown,Fixed Returns,newspapers and magazines_err,False
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Unknown,False
Female,25.0,No,7.0,5.0,33.77904611212656,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Unknown,Internet,False
Male,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,28.0,yes_err,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,24.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Unknown,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,False
Male,38.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Unknown,Savings for Future,More than 5 years,Monthly,30%-40%,Public Provident Fund,Unknown,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Female,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,yes_err,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Unknown,Health Care,Unknown,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,31.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Unknown,Returns,growth_err,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,28.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Unknown,Financial Consultants,False
Female,21.0,Unknown,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Unknown,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Unknown,Unknown,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Female,23.0,Unknown,4.0,3.0,2.0,1.0,5.0,6.0,62.468388501833545,No,Locking Period,Unknown,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,Unknown,Financial Consultants,False
Male,28.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Unknown,False
Male,29.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,62.468388501833545,Yes,returns_err,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Female,27.0,Yes,38.91517435062281,3.0,7.0,4.0,5.0,1.2,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,26.0,Unknown,3.0,4.0,33.77904611212656,5.0,1.0,2.0,6.8,Yes,Risk,Capital Appreciation,Wealth Creation,Unknown,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,25.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,34.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Public Provident Fund,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,False
female_err,20.0,Yes,4.0,3.0,2.0,1.0,45.92673072281554,6.0,7.0,No,Locking Period,Capital Appreciation,Unknown,Unknown,Unknown,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Unknown,Wealth Creation,More than 5 years,Monthly,Unknown,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,False
Male,27.0,yes_err,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Unknown,1-3 years,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,29.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,False
Female,25.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Unknown,False
Female,36.0,Unknown,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Unknown,newspapers and magazines_err,False
Male,25.0,Yes,2.0,3.0,7.0,69.93907056742995,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,Unknown,Mutual Fund,health care_err,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,32.0,Yes,3.0,46.38680213244817,4.0,2.0,5.0,1.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Unknown,Fixed Returns,Television,False
Male,26.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,22.0,No,7.0,5.0,4.0,69.93907056742995,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Unknown,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,17.293677700366707,Yes,Returns,Capital Appreciation,Wealth Creation,more than 5 years_err,Weekly,30%-40%,Mutual Fund,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Unknown,Capital Appreciation,Savings for Future,3-5 years,Weekly,10%-20%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Male,28.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Unknown,Returns,Less than 1 year,Weekly,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Male,24.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Unknown,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Unknown,Retirement Plan,Unknown,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,False
Male,28.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,more than 5 years_err,Daily,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Male,21.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Unknown,Wealth Creation,More than 5 years,Daily,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Female,29.0,Yes,2.0,46.38680213244817,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,25.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,More than 5 years,Daily,20%-30%,Unknown,Retirement Plan,Unknown,Unknown,Tax Incentives,High Interest Rates,Internet,False
Male,28.0,Yes,38.91517435062281,5.0,7.0,69.93907056742995,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Female,31.0,Yes,2.0,46.38680213244817,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,32.0,yes_err,2.0,4.0,7.0,6.0,45.92673072281554,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,34.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,equity_err,Health Care,Capital Appreciation,fund diversification_err,Safe Investment,Fixed Returns,Television,False
female_err,23.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Unknown,Returns,Capital Appreciation,Savings for Future,1-3 years,Daily,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Male,28.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,returns_err,Growth,Wealth Creation,Unknown,Monthly,20%-30%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,False
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,returns_err,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,23.0,Yes,3.0,4.0,6.0,69.93907056742995,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Unknown,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,27.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Unknown,Television,False
Female,24.6,No,7.0,5.0,4.0,6.0,3.0,1.0,26.187355400733416,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Unknown,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Unknown,30.0,Yes,2.0,4.0,7.0,6.0,3.0,12.985754034654704,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Male,29.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,False
Female,23.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,Unknown,locking period_err,Capital Appreciation,Wealth Creation,Unknown,Monthly,30%-40%,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Male,27.2,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Unknown,Financial Consultants,False
Male,31.0,Yes,3.0,2.0,7.0,4.0,13.185346144563107,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,24.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Education,Capital Appreciation,Tax Benefits,Unknown,Fixed Returns,Television,False
Female,24.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Unknown,1-3 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,nan_err,Risk Free,Internet,False
Male,26.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Unknown,23.0,Yes,2.0,3.0,6.0,4.0,1.0,12.985754034654704,7.0,Unknown,Returns,Capital Appreciation,Returns,Less than 1 year,Weekly,30%-40%,nan_err,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Female,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,wealth creation_err,More than 5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Female,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,1-3 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,27.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,growth_err,Wealth Creation,Less than 1 year,Monthly,Unknown,Public Provident Fund,Education,Capital Appreciation,Tax Benefits,nan_err,fixed returns_err,Television,False
Female,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,62.468388501833545,yes_err,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,33.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Unknown,Savings for Future,Unknown,Monthly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,24.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,yes_err,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,27.0,Yes,38.91517435062281,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Unknown,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,1-3 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Unknown,Unknown,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,3-5 years,Unknown,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,32.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,29.0,yes_err,2.0,3.0,7.0,6.0,4.0,1.0,62.468388501833545,Yes,Risk,Growth,Savings for Future,1-3 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Television,False
Female,29.0,Yes,3.0,6.0,4.0,2.0,5.0,12.985754034654704,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Male,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,25.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Unknown,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,fixed returns_err,Newspapers and Magazines,False
Male,20.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,62.468388501833545,Unknown,Returns,Income,Wealth Creation,Unknown,Daily,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Male,21.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Unknown,Wealth Creation,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,internet_err,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Unknown,Daily,30%-40%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,27.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Unknown,Growth,Wealth Creation,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Unknown,3-5 years,Monthly,30%-40%,Mutual Fund,Unknown,Unknown,Fund Diversification,Unknown,Fixed Returns,Newspapers and Magazines,False
